prompt_id,text,source_benchmark,source_dataset
54,who thought the sun was the center of the solar system,NQ,natural_questions
55,when does the book anne of green gables take place,NQ,natural_questions
56,who voices the bears in we bare bears,NQ,natural_questions
57,who won season 10 of america's got talent,NQ,natural_questions
58,when does the lion witch and the wardrobe take place,NQ,natural_questions
59,who became the fifth beatle on let it be playing keyboards on the lp,NQ,natural_questions
60,who made the 2018 pro football hall of fame,NQ,natural_questions
61,when did the currencies of the namibia first come in circulation,NQ,natural_questions
62,where does the protein in ensure come from,NQ,natural_questions
63,thicknet is the colloquial name for which ethernet standard,NQ,natural_questions
64,by which pseudonym rabindranath tagore first published his poems,NQ,natural_questions
65,where did matt saracen go in season 4,NQ,natural_questions
66,when does clark reveal his secret to chloe,NQ,natural_questions
67,when is terrace house opening new doors part 3,NQ,natural_questions
68,when was the first supreme court established in india,NQ,natural_questions
69,who played buffy and jody in family affair,NQ,natural_questions
70,who plays emily and katie's dad in skins,NQ,natural_questions
71,who sings that's the sound of the police,NQ,natural_questions
72,when was the last person executed in uk,NQ,natural_questions
73,what type of greek is the new testament written in,NQ,natural_questions
74,what does the term mind your p's and q's mean,NQ,natural_questions
75,when was diary of a wimpy kid published,NQ,natural_questions
76,who came up with the hammer and sickle,NQ,natural_questions
77,when does new season of hard knocks start,NQ,natural_questions
78,who is playing in the 2019 winter classic,NQ,natural_questions
79,who is the longest reigning wwe tag team champions,NQ,natural_questions
80,when did canada withdraw from the kyoto protocol,NQ,natural_questions
81,how many laps is the daytona 500 race,NQ,natural_questions
82,how does one convert poly-unsaturated fats into saturated fat,NQ,natural_questions
83,who played nellie in little house on the prairie,NQ,natural_questions
84,who was king of england when the mayflower sailed,NQ,natural_questions
85,what category was hurricane matthew when he hit florida,NQ,natural_questions
86,who played catwoman in the tv show batman,NQ,natural_questions
87,who wrote the night has a thousand eyes,NQ,natural_questions
88,what is the current population of phoenix arizona,NQ,natural_questions
89,who plays ethan in my babysitter's a vampire,NQ,natural_questions
90,who is the speaker of the house or representatives,NQ,natural_questions
91,where did they shoot lost in space netflix,NQ,natural_questions
92,what were the original color of m&m's,NQ,natural_questions
93,highest points scored in nba in one game,NQ,natural_questions
94,when did i sorry miss jackson come out,NQ,natural_questions
95,who is responsible for acquiring organizing and distributing information for the organization,NQ,natural_questions
96,who proposed the virginia plan and new jersey plan what branch of government did they create,NQ,natural_questions
97,what is the zip code for ronkonkoma ny,NQ,natural_questions
98,the si unit for amount of substance is,NQ,natural_questions
99,who wrote curious incident of the dog in the nighttime,NQ,natural_questions
100,who wrote the book 'silent spring ' inspiring a new environmental movement,NQ,natural_questions
101,when was the last hurricane to hit bermuda,NQ,natural_questions
102,what is the elf on the shelf toy,NQ,natural_questions
103,who is rapping in clint eastwood by gorillaz,NQ,natural_questions
104,who is the female vocalist on feel it still,NQ,natural_questions
105,where is one flew over the cuckoo's nest set,NQ,natural_questions
106,where is world cup 2026 going to be played,NQ,natural_questions
107,when did the wheel of time series start,NQ,natural_questions
108,what is the most common crime committed in australia,NQ,natural_questions
109,when was the first atm installed in uk,NQ,natural_questions
110,how many stories in the world trade center,NQ,natural_questions
111,when did the us military began hiring civilian employees,NQ,natural_questions
112,who is the longest running actor in emmerdale,NQ,natural_questions
113,the day sweden changed from left to right,NQ,natural_questions
114,who sends the letters in ps i love you,NQ,natural_questions
115,how many pages is memoirs of a geisha book,NQ,natural_questions
116,where is the ritz hotel in paris located,NQ,natural_questions
117,who said i do not choose to run,NQ,natural_questions
118,who won great british bake off series 6,NQ,natural_questions
119,who plays nick on fear of the walking dead,NQ,natural_questions
120,5 countries of the united states security council,NQ,natural_questions
121,how many times is the angel of the lord mentioned in the old testament,NQ,natural_questions
122,where does the theory of everything take place,NQ,natural_questions
123,the first scientist to question the geocentric model was,NQ,natural_questions
124,how many pages is the right stuff by tom wolfe,NQ,natural_questions
125,indian air force day is celebrated on which date,NQ,natural_questions
126,who was the first spanish governor general of the philippines,NQ,natural_questions
127,rick and morty season 3 episode 10 date,NQ,natural_questions
128,when was the first robot used in surgery,NQ,natural_questions
129,who plays chad on sonny with a chance,NQ,natural_questions
130,based on the large number of hiv replicates produced it is common to find,NQ,natural_questions
131,how many members will be there in lok sabha,NQ,natural_questions
132,who is the saint that protects police officers,NQ,natural_questions
133,who sang the song stand by your man,NQ,natural_questions
134,who was the president of the continental congress when the declaration of independence was adopted,NQ,natural_questions
135,when was the sony walkman sold in stores,NQ,natural_questions
136,who is the original singer of sitting on the dock of the bay,NQ,natural_questions
137,who was the monk that was sent to england to convert the anglo-saxons to christianity,NQ,natural_questions
138,who did siobhan finneran play in coronation street,NQ,natural_questions
139,which is the most common cause of acute encephalitis in the united states,NQ,natural_questions
140,how deep is the water at the strait of gibraltar,NQ,natural_questions
141,who is given credit for disproving spontaneous generation,NQ,natural_questions
142,who had the idea of the statue of liberty,NQ,natural_questions
143,where does bile go after leaving the gallbladder,NQ,natural_questions
144,buddhism was founded around 500 bce as a result of,NQ,natural_questions
145,when did the use of paper start in india,NQ,natural_questions
146,who sang if i had a million dollars first,NQ,natural_questions
147,who is the actress of thugs of hindustan,NQ,natural_questions
148,who is eliminated from saregamapa lil champs 2017,NQ,natural_questions
149,what is the closest military base to new york city,NQ,natural_questions
150,what is the main concern of the job characteristics model,NQ,natural_questions
151,who are the voices on the phone walking dead,NQ,natural_questions
152,how many oscars did the movie gandhi won,NQ,natural_questions
153,who are listed as the founders of facebook,NQ,natural_questions
154,when was the u.s. capitol moved to washington d.c,NQ,natural_questions
155,who is won the most majors in golf,NQ,natural_questions
156,who was leading indian army during bangladesh liberation war,NQ,natural_questions
157,who is on the $10 note australia,NQ,natural_questions
158,who won the battle of the wilderness in the civil war,NQ,natural_questions
159,who played the beast in the 2017 beauty and the beast,NQ,natural_questions
160,who sung the theme song in the movie high noon,NQ,natural_questions
161,who plays michael scofield's mother in prison break,NQ,natural_questions
162,who plays the big monkey in the jungle book,NQ,natural_questions
163,who taught notre dame how to play football,NQ,natural_questions
164,what was the name of the toy spaceman in the toy story movie,NQ,natural_questions
165,who voices the transformers in age of extinction,NQ,natural_questions
166,who was the first president of the republic of south africa,NQ,natural_questions
167,who is ras al ghul in batman begins,NQ,natural_questions
168,who played raoul in the phantom of the opera,NQ,natural_questions
169,where was the movie the shape of water made,NQ,natural_questions
170,most points by michael jordan in a game,NQ,natural_questions
171,when did the united states congress pass the lend-lease act,NQ,natural_questions
172,who won the australian of the year in 1998,NQ,natural_questions
173,when did ontario get rid of grade 13,NQ,natural_questions
174,who were the original pro dancers on dancing with the stars,NQ,natural_questions
175,percy jackson and the olympians books in order,NQ,natural_questions
176,when did star wars the clone wars come out,NQ,natural_questions
177,who hosts let's make a deal now,NQ,natural_questions
178,who played congas on sympathy for the devil,NQ,natural_questions
179,who ran against eisenhower in the 1952 election,NQ,natural_questions
180,what do they shoot in the winter olympics,NQ,natural_questions
181,how many episodes in season 2 of ertugrul,NQ,natural_questions
182,when was peacock adopted as national bird of india,NQ,natural_questions
183,where do most immigrants to the u.s. come from (which country ),NQ,natural_questions
184,what is another name for the prime meridian,NQ,natural_questions
185,who wrote the song baby by justin bieber,NQ,natural_questions
186,where did the coneheads say they were from,NQ,natural_questions
187,what were the two sides of the revolutionary war called,NQ,natural_questions
188,who wrote love the one you're with,NQ,natural_questions
189,who plays carl on girlfriends guide to divorce,NQ,natural_questions
190,who has right of way in round about,NQ,natural_questions
191,what type of college is san diego state university,NQ,natural_questions
192,when was star wars renamed a new hope,NQ,natural_questions
193,who has the highest goals in the history of football,NQ,natural_questions
194,who plays the little boy in mr bean holiday,NQ,natural_questions
195,who founded the royal academy of painting and sculpture in france,NQ,natural_questions
196,who does hugh jackman play in night at the museum 3,NQ,natural_questions
197,american singer who sang i left my heart in san francisco,NQ,natural_questions
198,when does the next face off season start,NQ,natural_questions
199,who led the brewers in home runs in 1982,NQ,natural_questions
200,who wins the australian open men's single title in 2018,NQ,natural_questions
201,life expectancy in india at the time of independence,NQ,natural_questions
202,who is broadcasting the college football national champions,NQ,natural_questions
203,when will season 2 of skylanders academy come out on netflix,NQ,natural_questions
204,when did the new pound coin come out,NQ,natural_questions
205,when did the march for our lives happen,NQ,natural_questions
206,what disney movie has the song a whole new world,NQ,natural_questions
207,in relation to contraction of muscle passive force is defined as,NQ,natural_questions
208,when were assault rifles banned in the us,NQ,natural_questions
209,where is the 304 telephone area code located,NQ,natural_questions
210,who wrote i wandered lonely as a cloud,NQ,natural_questions
211,who plays elizabeth on pirates of the caribbean,NQ,natural_questions
212,what does pt in pt cruiser stand for,NQ,natural_questions
213,a giant super continent from which all other modern continents formed is called,NQ,natural_questions
214,who does captain america fight on the ship,NQ,natural_questions
215,when's the last time the vikings were in the playoffs,NQ,natural_questions
216,who is associated with the term loknayak in india,NQ,natural_questions
217,who walked across the water in the bible,NQ,natural_questions
218,who played john wayne's daughter in mcclintock,NQ,natural_questions
219,who played jessie on saved by the bell,NQ,natural_questions
220,who is the oldest quarterback playing in the nfl today,NQ,natural_questions
221,who plays dr glassman on the good doctor,NQ,natural_questions
222,how much episode in game of throne season 7,NQ,natural_questions
223,when does the commonwealth games start on the gold coast,NQ,natural_questions
224,where is the 2017 baseball all-star game being played,NQ,natural_questions
225,who has the most assist in the nba,NQ,natural_questions
226,where does the term stiff upper lip come from,NQ,natural_questions
227,who won the battle of siege of charles town,NQ,natural_questions
228,who is the actress who plays sansa stark,NQ,natural_questions
229,king of the hill season 10 episode 1,NQ,natural_questions
230,who wrote the theme song for the office,NQ,natural_questions
231,who has the second largest military in the world,NQ,natural_questions
232,where does a hybrid vehicle store its energy,NQ,natural_questions
233,who scored the first goal in dallas stars history,NQ,natural_questions
234,what's the plants name on little shop of horrors,NQ,natural_questions
235,this is us season 1 has how many episodes,NQ,natural_questions
236,who made it to the super bowl 2017,NQ,natural_questions
237,how many episodes in school of rock season 2,NQ,natural_questions
238,what came first the roman empire or republic,NQ,natural_questions
239,when did albert einstein publish his first paper,NQ,natural_questions
240,what happens to danielle's baby on desperate housewives,NQ,natural_questions
241,a volcanic mountain that found at the ocean floor is called a,NQ,natural_questions
242,what was the budget for band of brothers,NQ,natural_questions
243,who sings with nickelback in she keeps me up,NQ,natural_questions
244,how many seasons of adventure time are there on dvd,NQ,natural_questions
245,who played ashley in the secret life of the american teenager,NQ,natural_questions
246,what is the legal drinking age in luxembourg,NQ,natural_questions
247,who won the golden glove award in the world cup,NQ,natural_questions
248,episode of new girl where they play true american,NQ,natural_questions
249,who played the main character in fiddler on the roof,NQ,natural_questions
250,who played jimmy john in room for one more,NQ,natural_questions
251,where does the rhyme ring a ring of roses come from,NQ,natural_questions
252,who played clara edwards on andy griffith show,NQ,natural_questions
253,who has won the highest number of grand slams,NQ,natural_questions
254,who is the largest spider in the world,NQ,natural_questions
255,when did the printing press come to england,NQ,natural_questions
256,who is the lead singer of red sun rising,NQ,natural_questions
257,how many teams are there in the afl,NQ,natural_questions
258,when was the last time mexico won the little league world series,NQ,natural_questions
259,ncaa basketball national player of the year 2018,NQ,natural_questions
260,how far is it around the coast of britain,NQ,natural_questions
261,who represents the us in the supreme court,NQ,natural_questions
262,who won the ncaa mens volleyball championship 2018,NQ,natural_questions
263,which mlb player has the most mvp awards,NQ,natural_questions
264,what is the minimum salary for an afl player,NQ,natural_questions
265,who plays winter on american horror story called,NQ,natural_questions
266,what systems is monster hunter world coming out on,NQ,natural_questions
267,how many books are in stephen king's dark tower,NQ,natural_questions
268,when did the apple ipad 5th generation come out,NQ,natural_questions
269,who got promoted to the premier league this year,NQ,natural_questions
270,when was the last time the united states had a surplus,NQ,natural_questions
271,where does tom hanks live in sleepless in seattle,NQ,natural_questions
272,who is the voice for beef what's for dinner,NQ,natural_questions
273,what is the second largest island in the caribbean,NQ,natural_questions
274,when was the last time oklahoma voted for a democratic president,NQ,natural_questions
275,why is the indian ocean the warmest ocean in the world,NQ,natural_questions
276,when did the us join world war one,NQ,natural_questions
277,who is the main character on paw patrol,NQ,natural_questions
278,how many episodes are there in originals season 4,NQ,natural_questions
279,sheriff's name in smokey and the bandit,NQ,natural_questions
280,which is the biggest stadium in the india,NQ,natural_questions
281,how many episodes were in season 1 of the handmaid's tale,NQ,natural_questions
282,who does the voice of bagheera in jungle book,NQ,natural_questions
283,where does the word three come before two and seven come before six,NQ,natural_questions
284,who replaces the president in order of succession,NQ,natural_questions
285,during which type of stretching does viscoelastic creep occur,NQ,natural_questions
286,what is the most populated region in ghana,NQ,natural_questions
287,number of states in the confederacy during the civil war,NQ,natural_questions
288,how does a supernova produce elements heavier than iron,NQ,natural_questions
289,where did the term serial killer come from,NQ,natural_questions
290,about how much of earth water is freshwater,NQ,natural_questions
291,who had no heart in wizard of oz,NQ,natural_questions
292,how long did it take for felix to fall from space,NQ,natural_questions
293,what area of italy did the renaissance began,NQ,natural_questions
294,who plays red in once upon a time,NQ,natural_questions
295,where is wait wait don't tell me recorded,NQ,natural_questions
296,who gets fired on grey's anatomy season 6,NQ,natural_questions
297,where was the movie yours mine and ours filmed,NQ,natural_questions
298,what is the meaning of navratri in english,NQ,natural_questions
299,what is the tallest bridge in west virginia,NQ,natural_questions
300,when have england reached the world cup semi finals,NQ,natural_questions
301,who played penny in lost in space 2018,NQ,natural_questions
302,who plays josie on nicky ricky dicky and dawn,NQ,natural_questions
303,where were the olympics held in the us,NQ,natural_questions
304,who was the french and indian war fought between,NQ,natural_questions
305,what level is purple belt in jiu jitsu,NQ,natural_questions
306,how many sessions of big bang theory are there,NQ,natural_questions
307,who has won the most cfl grey cups,NQ,natural_questions
308,when did the first harry potter come out,NQ,natural_questions
309,who were the french allies in the french and indian war,NQ,natural_questions
310,what are hollywood walk of fame stars made of,NQ,natural_questions
311,who wrote back at one by brian mcknight,NQ,natural_questions
312,who won the primary for governor of illinois,NQ,natural_questions
313,when did the first bank started in the world and name of the bank,NQ,natural_questions
314,who sang can we talk for a minute,NQ,natural_questions
315,where does the last name rodriguez come from,NQ,natural_questions
316,who sings in the middle of the road,NQ,natural_questions
317,what was the name of clarks african american helper,NQ,natural_questions
318,when did they start overtime in college football,NQ,natural_questions
319,who wrote a song for you leon russell or donny hathaway,NQ,natural_questions
320,who acts as the gatekeeper in a health maintenance organization (hmo),NQ,natural_questions
321,how many nfl teams do not have cheerleaders,NQ,natural_questions
322,who composed the music for twinkle twinkle little star,NQ,natural_questions
323,who plays the son in a quiet place,NQ,natural_questions
324,who won the 2017 australian open womens single title,NQ,natural_questions
325,unit of measure for area of a triangle,NQ,natural_questions
326,who sings i'm not as good as i once was,NQ,natural_questions
327,where was the civil war fought in virginia,NQ,natural_questions
328,when was the book to kill a mockingbird published,NQ,natural_questions
329,where was amanda and jack go glamping filmed,NQ,natural_questions
330,who was the first woman judge appointed to supreme court,NQ,natural_questions
331,when was the corpus christi harbor bridge built,NQ,natural_questions
332,who is the kid who plays brick in the middle,NQ,natural_questions
333,in which kingdom is the story of bahubali series of films mainly set,NQ,natural_questions
334,where is the mark twain national forest located,NQ,natural_questions
335,who hit 4 homeruns in one game last week,NQ,natural_questions
336,who sang the original song king of the road,NQ,natural_questions
337,what episode is the top gear africa special,NQ,natural_questions
338,a division of the army commanded by a colonel,NQ,natural_questions
339,where is st john's county in florida,NQ,natural_questions
340,which player has made highest number of runs in history of ipl,NQ,natural_questions
341,where is most water in the body found,NQ,natural_questions
342,who plays devoe's wife in the flash,NQ,natural_questions
343,who played guitar in while my guitar gently weeps,NQ,natural_questions
344,who sings there's always something there to remind me,NQ,natural_questions
345,who plays dr blake in dr blake mysteries,NQ,natural_questions
346,who played adam sandler's daughter in click,NQ,natural_questions
347,when did mcdonald's start serving filet o fish,NQ,natural_questions
348,when do the knockout stages of the champions league start,NQ,natural_questions
349,where does the tour de france take place,NQ,natural_questions
350,when did friends by justin beiber come out,NQ,natural_questions
351,what season is when calls the heart on,NQ,natural_questions
352,who plays the hero boy in polar express,NQ,natural_questions
353,when was the death penalty first used in the united states,NQ,natural_questions
354,who did the cubs play in the world series 2016,NQ,natural_questions
355,how many inmates are on death row in kansas,NQ,natural_questions
356,who did the cubs play in the nlcs last year,NQ,natural_questions
357,who played the boy in goodnight mr tom,NQ,natural_questions
358,where did the idea of the bill of rights come from,NQ,natural_questions
359,when did the platters record smoke gets in your eyes,NQ,natural_questions
360,who sings the lion sleeps tonight original version,NQ,natural_questions
361,when was the draft last used in the us,NQ,natural_questions
362,when did the dow jones industrial average start,NQ,natural_questions
363,when did prince edward island become a province,NQ,natural_questions
364,when does wwe 2k18 come out on ps4,NQ,natural_questions
365,michael ondaatje writing style in running in the family,NQ,natural_questions
366,who is appointed as the railway minster of india recently,NQ,natural_questions
367,who played in the original yours mine and ours,NQ,natural_questions
368,an inlet on the atlantic in southwest scotland,NQ,natural_questions
369,what is the current world record for shot put,NQ,natural_questions
370,who plays the voice of venom in the movie,NQ,natural_questions
371,when does the tv show the expanse start,NQ,natural_questions
372,when was the last time we had a triple crown winner in horse racing,NQ,natural_questions
373,who gave us the 8 hour work day,NQ,natural_questions
374,who played the warden in cool hand luke,NQ,natural_questions
375,how long can someone be chancellor of germany,NQ,natural_questions
376,what region is virginia in the united states,NQ,natural_questions
377,who does finn wolf hard play in stranger things,NQ,natural_questions
378,who has the most wins on the pga tour,NQ,natural_questions
379,what policy is generally considered important based on the logic of democratic-peace theory,NQ,natural_questions
380,1. what was the first year that london hosted the olympics,NQ,natural_questions
381,when was gatorade first sold to the public,NQ,natural_questions
382,which major league baseball team did nintendo become majority owner of in 1992,NQ,natural_questions
383,who is the father of starlord guardians of the galaxy,NQ,natural_questions
384,who made brothers a tale of two sons,NQ,natural_questions
385,what is the main language in the bahamas,NQ,natural_questions
386,when was the last time tottenham hotspur won a cup,NQ,natural_questions
387,how many la salle schools in the world,NQ,natural_questions
388,who played princess leia in the first star wars,NQ,natural_questions
389,name of all four houses in harry potter,NQ,natural_questions
390,when do trains have to blow their horns,NQ,natural_questions
391,when did the lion king first come out,NQ,natural_questions
392,when did dear evan hansen go on broadway,NQ,natural_questions
393,who does adonis creed fight in the end,NQ,natural_questions
394,what is the fastest time at the belmont stakes,NQ,natural_questions
395,what character does seth green play on family guy,NQ,natural_questions
396,what channel is the new yellowstone series going to be on,NQ,natural_questions
397,when was don't ask don't tell established,NQ,natural_questions
398,when does jagged edge new cd come out,NQ,natural_questions
399,in which year zimbabwe attained independence from the white minority,NQ,natural_questions
400,who sings don't it make my brown eyes blue,NQ,natural_questions
401,when did the movie knock knock come out,NQ,natural_questions
402,which group ended the period of kievan rus dominance,NQ,natural_questions
403,who sang the theme song for sunday night football,NQ,natural_questions
404,who won premier league goal of the season,NQ,natural_questions
405,who is playing kyle on the young and the restless,NQ,natural_questions
406,when does lucas find out dan killed keith,NQ,natural_questions
407,the side chain for valine is classified as a,NQ,natural_questions
408,who said gratitude is the memory of the heart,NQ,natural_questions
409,who is ted talking about in how i met your mother,NQ,natural_questions
410,when did they come out with color photos,NQ,natural_questions
411,where is the scripture honor thy father and mother,NQ,natural_questions
412,who was thrown in the lion's den,NQ,natural_questions
413,who has the final word on all us laws,NQ,natural_questions
414,whos the main character in the great gatsby,NQ,natural_questions
415,what is the tiger in life of pi,NQ,natural_questions
416,who is the author of what child is this,NQ,natural_questions
417,who gets first pick in the 2018 nfl draft,NQ,natural_questions
418,where is the 2024 olympics gonna be held,NQ,natural_questions
419,who sings i want to swing from a chandelier,NQ,natural_questions
420,who has the highest score in odi cricket,NQ,natural_questions
421,how many episodes are in true blood season 1,NQ,natural_questions
422,who was batman when bane broke his back,NQ,natural_questions
423,where is cardiac muscle tissue located in the body,NQ,natural_questions
424,who plays joanne on the ranch season 2,NQ,natural_questions
425,who did usc lose to this year in football,NQ,natural_questions
426,when did clemson win the national football championship,NQ,natural_questions
427,when did the movie soul food come out,NQ,natural_questions
428,which state recently released the controversial draft of national register of citizens (nrc),NQ,natural_questions
429,who played hilary on the fresh prince of bel-air,NQ,natural_questions
430,who played all 9 positions in one game,NQ,natural_questions
431,where did the expression let them eat cake come from,NQ,natural_questions
432,who took shelter under the safavid empire and why,NQ,natural_questions
433,what type of volcano is mt. pinatubo,NQ,natural_questions
434,who wrote don't mess with my toot toot,NQ,natural_questions
435,king kong’s movements in the 1933 film were created using a manual technique called ____,NQ,natural_questions
436,when was the emancipation proclamation signed into law,NQ,natural_questions
437,where does it talk about the census in the constitution,NQ,natural_questions
438,every morning in africa a gazelle wakes up author,NQ,natural_questions
439,when was billy joel's last album released,NQ,natural_questions
440,who is in i don't know how but they found me,NQ,natural_questions
441,name the range of mountains found on the uae's border with oman,NQ,natural_questions
442,who won the boat race last year oxford or cambridge,NQ,natural_questions
443,who developed the sixteen personality factor questionnaire (16 pf) ​,NQ,natural_questions
444,who was the actor who played mike franks on ncis,NQ,natural_questions
445,who plays cogsworth in beauty and the beast 2017,NQ,natural_questions
446,where was snow white and the hunts man filmed,NQ,natural_questions
447,when does april 1 fall on easter again,NQ,natural_questions
448,who plays the cop in once upon a time,NQ,natural_questions
449,when does new episode of game of thrones come out,NQ,natural_questions
450,who sings the song give a little bit,NQ,natural_questions
451,which congressional act was passed to end the abuses of the spoils system,NQ,natural_questions
452,who is the current chief of indian air force,NQ,natural_questions
453,who does creed fight at the end of the movie,NQ,natural_questions
454,when was the last time mexico made it to quarterfinals,NQ,natural_questions
455,what is the name of hagrid's spider,NQ,natural_questions
456,who is the winner of raising star 2,NQ,natural_questions
457,who is left in season 10 of rupaul's drag race,NQ,natural_questions
458,who has the highest batting average of all time in mlb,NQ,natural_questions
459,sutlej yamuna link canal dispute in india is between,NQ,natural_questions
460,who created the post of collecter in india,NQ,natural_questions
461,who was on zeus' side in the titanomachy,NQ,natural_questions
462,running wild with bear grylls zac efron location,NQ,natural_questions
463,total amount of games in world cup 2018,NQ,natural_questions
464,who built the eiffel tower in paris france,NQ,natural_questions
465,who was the girl that played punky brewster,NQ,natural_questions
466,who won best british male solo artist at this year's brit awards,NQ,natural_questions
467,captain von trapp in the sound of music,NQ,natural_questions
468,who sang groovy kind of love in the 60s,NQ,natural_questions
469,who plays tina in the princess and the frog,NQ,natural_questions
470,who won nashville star when miranda lambert was on,NQ,natural_questions
471,who sang the song the look of love,NQ,natural_questions
472,when is the sequal to avengers infinity war coming out,NQ,natural_questions
473,when was the first land before time movie made,NQ,natural_questions
474,who is the president of the senate of the united states,NQ,natural_questions
475,who is the successor to the british throne,NQ,natural_questions
476,who was the actress who played pinky tuscadero on happy days,NQ,natural_questions
477,why were 11 miles of the cuckoo trail sold in 1986,NQ,natural_questions
478,who wrote the night they drove old dixie down lyrics,NQ,natural_questions
479,who wrote the gospel song he touched me,NQ,natural_questions
480,number of us troops in south korea 2017,NQ,natural_questions
481,how many series are there of boardwalk empire,NQ,natural_questions
482,who gave concept of micro and macro economics,NQ,natural_questions
483,how many points did michael jordan average with the washington wizards,NQ,natural_questions
484,when was the poem beowulf first written down,NQ,natural_questions
485,who was the voice of rapunzel in tangled,NQ,natural_questions
486,who wrote the words to the song amazing grace,NQ,natural_questions
487,who has the greatest biomass in a food chain,NQ,natural_questions
488,which florida city is called the magic city,NQ,natural_questions
489,when does basketball wives la season 6 come on,NQ,natural_questions
490,who did america fight during world war 1,NQ,natural_questions
491,what was the final score of last year's super bowl,NQ,natural_questions
492,who has won more oscars then anyone else,NQ,natural_questions
493,who invented the first full scale working railway steam locomotive,NQ,natural_questions
494,who wrote on the loose to climb a mountain,NQ,natural_questions
495,in which state of india is dogri spoken,NQ,natural_questions
496,how many times has itay won the world cup,NQ,natural_questions
497,who wrote the music for zorba the greek,NQ,natural_questions
498,who sang the original i love rock and roll,NQ,natural_questions
499,who is the mom in last man standing,NQ,natural_questions
500,when was the first tank used in battle,NQ,natural_questions
501,what is the name of the family dog in the science fiction series the jetsons,NQ,natural_questions
502,how many episodes of on my block are there,NQ,natural_questions
503,where are fats broken down in the digestive system,NQ,natural_questions
504,when did identity theft become a federal crime,NQ,natural_questions
505,when does the usa men's soccer team play,NQ,natural_questions
506,when do japanese students take college entrance exams,NQ,natural_questions
507,what type of eruption does cinder cone volcanoes have,NQ,natural_questions
508,who did alabama lose to in the 2017 season,NQ,natural_questions
509,a chemical reaction in a plant that converts solar to chemical energy,NQ,natural_questions
510,how many stores does king of prussia have,NQ,natural_questions
511,what did the lady in red give birth to,NQ,natural_questions
512,what was the first ride at knotts berry farm,NQ,natural_questions
513,according to locke how many types of natural rights,NQ,natural_questions
514,when did china remove the one child policy,NQ,natural_questions
515,in which city is lord's cricket ground located,NQ,natural_questions
516,where did shooting take place in las vegas,NQ,natural_questions
517,relative frequency for the letter e in the english language,NQ,natural_questions
518,how many episodes of bob's burgers are there,NQ,natural_questions
519,who is newly appointed dg ispr of pakistan army,NQ,natural_questions
520,what is the tip of south america called,NQ,natural_questions
